TaxonId,Kingdom,Phylum,Class,Order,Family,Genus,Species,Subspecies,FullName,,AuthorYear,RankName,CurrentListing,FullAnnotationEnglish,AnnotationEnglish,AnnotationSpanish,AnnotationFrench,#AnnotationSymbol,#Annotation,SynonymsWithAuthors,EnglishNames,SpanishNames,FrenchNames,CitesAccepted,All_DistributionISOCodes,All_DistributionFullNames,NativeDistributionFullNames,Introduced_Distribution,Introduced(?)_Distribution,Reintroduced_Distribution,Extinct_Distribution,Extinct(?)_Distribution,Distribution_Uncertain
100380,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Negaprion,acutidens,,Negaprion acutidens,,"(Rüppell, 1837)",SPECIES,II,Appendix II:Listing adopted at CoP19 in November 2022 with entry into effect delayed by 12 months. ,Appendix II:Listing adopted at CoP19 in November 2022 with entry into effect delayed by 12 months. ,Appendix II:Inclusión adoptada en la CoP19 en noviembre de 2022 con entrada en vigor aplazada 12 meses. ,Appendix II:Inscription adoptée à la CdP19 en novembre 2022 avec entrée en vigueur retardée de 12 mois. ,,Appendix II: ,,Sicklefin lemon shark,,,TRUE,"AS, AU, BH, BD, BN, KH, CN, KM, CK, DJ, EG, ER, FJ, PF, GU, HK, IN, ID, IR, JP, KE, KI, KW, MG, MY, MV, MH, YT, FM, MZ, MM, NR, NC, NU, MP, OM, PK, PW, PG, PH, QA, RE, WS, SA, SC, SG, SB, SO, ZA, LK, SD, TW, TH, TL, TK, TO, TV, AE, TZ, VU, VN, YE","American Samoa, Australia, Bahrain, Bangladesh, Brunei Darussalam, Cambodia, China, Comoros, Cook Islands, Djibouti, Egypt, Eritrea, Fiji, French Polynesia, Guam, Hong Kong, SAR, India, Indonesia, Iran (Islamic Republic of), Japan, Kenya, Kiribati, Kuwait, Madagascar, Malaysia, Maldives, Marshall Islands, Mayotte, Micronesia (Federated States of), Mozambique, Myanmar, Nauru, New Caledonia, Niue, Northern Mariana Islands, Oman, Pakistan, Palau, Papua New Guinea, Philippines, Qatar, Réunion, Samoa, Saudi Arabia, Seychelles, Singapore, Solomon Islands, Somalia, South Africa, Sri Lanka, Sudan, Taiwan, Province of China, Thailand, Timor-Leste, Tokelau, Tonga, Tuvalu, United Arab Emirates, United Republic of Tanzania, Vanuatu, Viet Nam, Yemen","American Samoa, Australia, Bahrain, Bangladesh, Brunei Darussalam, Cambodia, China, Comoros, Cook Islands, Djibouti, Egypt, Eritrea, Fiji, French Polynesia, Guam, Hong Kong, SAR, India, Indonesia, Iran (Islamic Republic of), Japan, Kenya, Kiribati, Kuwait, Madagascar, Malaysia, Maldives, Marshall Islands, Mayotte, Micronesia (Federated States of), Mozambique, Myanmar, Nauru, New Caledonia, Niue, Northern Mariana Islands, Oman, Pakistan, Palau, Papua New Guinea, Philippines, Qatar, Réunion, Samoa, Saudi Arabia, Seychelles, Singapore, Solomon Islands, Somalia, South Africa, Sri Lanka, Sudan, Taiwan, Province of China, Thailand, Timor-Leste, Tokelau, Tonga, Tuvalu, United Arab Emirates, United Republic of Tanzania, Vanuatu, Viet Nam, Yemen",,,,,,
100381,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Negaprion,brevirostris,,Negaprion brevirostris,,"(Poey, 1868)",SPECIES,II,Appendix II:Listing adopted at CoP19 in November 2022 with entry into effect delayed by 12 months. ,Appendix II:Listing adopted at CoP19 in November 2022 with entry into effect delayed by 12 months. ,Appendix II:Inclusión adoptada en la CoP19 en noviembre de 2022 con entrada en vigor aplazada 12 meses. ,Appendix II:Inscription adoptée à la CdP19 en novembre 2022 avec entrée en vigueur retardée de 12 mois. ,,Appendix II: ,"Negaprion fronto (Jordan & Gilbert, 1882)",Lemon shark,,,TRUE,"AO, AI, AG, AW, BS, BB, BZ, BJ, BM, BQ, BR, VG, CV, CM, KY, CO, CG, CR, CI, CU, CW, CD, DM, DO, EC, SV, GQ, GF, GA, GM, GH, GD, GP, GT, GN, GW, GY, HT, HN, JM, LR, MQ, MR, MX, MS, MA, NI, NG, PA, PE, PR, BL, KN, LC, MF, VC, ST, SN, SL, SX, SR, TG, TT, TC, US, UY, VE, VI","Angola, Anguilla (United Kingdom), Antigua and Barbuda, Aruba, Bahamas, Barbados, Belize, Benin, Bermuda (United Kingdom), Bonaire, Saint Eustatius and Saba, Brazil, British Virgin Islands (United Kingdom), Cabo Verde, Cameroon, Cayman Islands (United Kingdom), Colombia, Congo, Costa Rica, Côte d'Ivoire, Cuba, Curaçao, Democratic Republic of the Congo, Dominica, Dominican Republic, Ecuador, El Salvador, Equatorial Guinea, French Guiana [FR], Gabon, Gambia, Ghana, Grenada, Guadeloupe, Guatemala, Guinea, Guinea Bissau, Guyana, Haiti, Honduras, Jamaica, Liberia, Martinique, Mauritania, Mexico, Montserrat (United Kingdom), Morocco, Nicaragua, Nigeria, Panama, Peru, Puerto Rico, Saint-Barthélemy, Saint Kitts and Nevis, Saint Lucia, Saint-Martin, Saint Vincent and the Grenadines, Sao Tome and Principe, Senegal, Sierra Leone, Sint Maarten, Suriname, Togo, Trinidad and Tobago, Turks and Caicos Islands (United Kingdom), United States of America, Uruguay, Venezuela (Bolivarian Republic of), Virgin Islands of the USA","Angola, Anguilla (United Kingdom), Antigua and Barbuda, Aruba, Bahamas, Barbados, Belize, Benin, Bermuda (United Kingdom), Bonaire, Saint Eustatius and Saba, Brazil, British Virgin Islands (United Kingdom), Cabo Verde, Cameroon, Cayman Islands (United Kingdom), Colombia, Congo, Costa Rica, Côte d'Ivoire, Cuba, Curaçao, Democratic Republic of the Congo, Dominica, Dominican Republic, Ecuador, El Salvador, Equatorial Guinea, French Guiana [FR], Gabon, Gambia, Ghana, Grenada, Guadeloupe, Guatemala, Guinea, Guinea Bissau, Guyana, Haiti, Honduras, Jamaica, Liberia, Martinique, Mauritania, Mexico, Montserrat (United Kingdom), Morocco, Nicaragua, Nigeria, Panama, Peru, Puerto Rico, Saint-Barthélemy, Saint Kitts and Nevis, Saint Lucia, Saint-Martin, Saint Vincent and the Grenadines, Sao Tome and Principe, Senegal, Sierra Leone, Sint Maarten, Suriname, Togo, Trinidad and Tobago, Turks and Caicos Islands (United Kingdom), United States of America, Uruguay, Venezuela (Bolivarian Republic of), Virgin Islands of the USA",,,,,,
68483,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Paratrygon,aiereba,,Paratrygon aiereba,,"Müller & Henle, 1841",SPECIES,III,Appendix III: ,Appendix III: ,Appendix III: ,Appendix III: ,,Appendix III: ,"Raja ajereba Walbaum (ex Marcgravus), 1792, Raja orbicularis Bloch & Schneider (ex Marcgravus), 1801, Disceus thayeri Garman, 1913, Trygon strogylopterus Jardine in Schomburgk, 1843, Trygon aiereba Müller & Henle (ex Marcgravus), 1841, Raia sloani Stephan, 1779","Ceja ray, Discus ray, Manzana ray","Raya, Raya manta",Raie d’eau douce,TRUE,"BO, BR, CO, EC, PE, VE","Bolivia (Plurinational State of), Brazil, Colombia, Ecuador, Peru, Venezuela (Bolivarian Republic of)","Bolivia (Plurinational State of), Brazil, Colombia, Ecuador, Peru, Venezuela (Bolivarian Republic of)",,,,,,
68470,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,,,Potamotrygon,,,GENUS,II/III/NC,Appendix III: ,Appendix III:Only the populations of Brazil not included in Appendix II. ,"Appendix III:Sólo las poblaciones de Brasil, que no están  incluidas en el Apéndice II. ",Appendix III:Seulement les populations du Brésil qui ne sont pas  inscrites à l’Annexe II. ,,Appendix III: ,"Taeniura , Pastinaca ",,,,TRUE,,,,,,,,,
68491,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,albimaculata,,Potamotrygon albimaculata,,"Carvalho, 2016",SPECIES,II,Appendix II: ,Appendix II: ,Appendix II: ,Appendix II: ,,Appendix II: ,,,,,TRUE,BR,Brazil,Brazil,,,,,,
68492,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,amandae,,Potamotrygon amandae,,"Loboda & Carvalho, 2013",SPECIES,III,Appendix III: ,Appendix III:Only the populations of Brazil not included in Appendix II. ,"Appendix III:Sólo las poblaciones de Brasil, que no están  incluidas en el Apéndice II. ",Appendix III:Seulement les populations du Brésil qui ne sont pas  inscrites à l’Annexe II. ,,Appendix III: ,,,,,TRUE,"AR, BO, BR, PY","Argentina, Bolivia (Plurinational State of), Brazil, Paraguay","Argentina, Bolivia (Plurinational State of), Brazil, Paraguay",,,,,,
68484,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,brachyura,,Potamotrygon brachyura,,"Günther, 1880",SPECIES,III,Appendix III: ,Appendix III:Only the populations of Brazil not included in Appendix II. ,"Appendix III:Sólo las poblaciones de Brasil, que no están  incluidas en el Apéndice II. ",Appendix III:Seulement les populations du Brésil qui ne sont pas  inscrites à l’Annexe II. ,,Appendix III: ,"Potamotrygon brumi Devincenzi in Devincenzi & Teague, 1942, Trygon brachyurus Günther, 1880",Giant freshwater stingray,,,TRUE,"AR, BR, PY, UY","Argentina, Brazil, Paraguay, Uruguay","Argentina, Brazil, Paraguay, Uruguay",,,,,,
68476,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,constellata,,Potamotrygon constellata,,"Vaillant, 1880",SPECIES,III,Appendix III: ,Appendix III: ,Appendix III: ,Appendix III: ,,Appendix III: ,"Potamotrygon circularis Garman, 1913, Taeniura constellata Vaillant, 1880",Thorny river stingray,Raya,Raie d’eau douce,TRUE,"BR, CO","Brazil, Colombia","Brazil, Colombia",,,,,,
68485,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,falkneri,,Potamotrygon falkneri,,"Castex & Maciel, 1963",SPECIES,III,Appendix III: ,Appendix III:Only the populations of Brazil not included in Appendix II. ,"Appendix III:Sólo las poblaciones de Brasil, que no están  incluidas en el Apéndice II. ",Appendix III:Seulement les populations du Brésil qui ne sont pas  inscrites à l’Annexe II. ,,Appendix III: ,"Potamotrygon castexi Castello & Yagolkowski, 1969, Potamotrygon menchacai Martínez Achenbach, 1967","Largespot river stingray, Reticulated freshwater stingray","Raya pititi, Raya reticulada",,TRUE,"AR, BO, BR, PY, PE","Argentina, Bolivia (Plurinational State of), Brazil, Paraguay, Peru","Argentina, Bolivia (Plurinational State of), Brazil, Paraguay, Peru",,,,,,
68486,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,henlei,,Potamotrygon henlei,,"Castelnau, 1855",SPECIES,II,Appendix II: ,Appendix II: ,Appendix II: ,Appendix II: ,,Appendix II: ,"Trygon henlei Castelnau, 1855",Bigtooth river stingray,,,TRUE,BR,Brazil,Brazil,,,,,,
68487,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,histrix,,Potamotrygon histrix,,"Müller & Henle, 1839",SPECIES,III,Appendix III: ,Appendix III:Only the populations of Brazil not included in Appendix II. ,"Appendix III:Sólo las poblaciones de Brasil, que no están  incluidas en el Apéndice II. ",Appendix III:Seulement les populations du Brésil qui ne sont pas  inscrites à l’Annexe II. ,,Appendix III: ,"Trygon hystrix Müller & Henle, 1841, Pastinaca humboldtii Roulin, 1829","Arraia, Liba spari, Porcupine river stingray, Spar, Tjoeboela","Raya barrosa, Raya parada","Autobo, Chipali, Ibochinado, Raie d'eau douce, Raie rivière, Saipali, Sipari, Tiouba, Tiouboula, Tounaya, Xoub, Xouba, Yawaiwiy",TRUE,"AR, BO, BR, PY","Argentina, Bolivia (Plurinational State of), Brazil, Paraguay","Argentina, Bolivia (Plurinational State of), Brazil, Paraguay",,,,,,
68493,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,humerosa,,Potamotrygon humerosa,,"Garman, 1913",SPECIES,III,Appendix III: ,Appendix III:Only the populations of Brazil not included in Appendix II. ,"Appendix III:Sólo las poblaciones de Brasil, que no están  incluidas en el Apéndice II. ",Appendix III:Seulement les populations du Brésil qui ne sont pas  inscrites à l’Annexe II. ,,Appendix III: ,"Potamotrygon humerosus Garman, 1913",,,,TRUE,BR,Brazil,Brazil,,,,,,
68494,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,jabuti,,Potamotrygon jabuti,,"Carvalho, 2016",SPECIES,II,Appendix II: ,Appendix II: ,Appendix II: ,Appendix II: ,,Appendix II: ,,,,,TRUE,BR,Brazil,Brazil,,,,,,
68488,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,leopoldi,,Potamotrygon leopoldi,,"Castex & Castello, 1970",SPECIES,II,Appendix II: ,Appendix II: ,Appendix II: ,Appendix II: ,,Appendix II: ,,Xingu river ray,,,TRUE,BR,Brazil,Brazil,,,,,,
68495,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,limai,,Potamotrygon limai,,"Fontenelle, da Silva & Carvalho, 2014",SPECIES,III,Appendix III: ,Appendix III:Only the populations of Brazil not included in Appendix II. ,"Appendix III:Sólo las poblaciones de Brasil, que no están  incluidas en el Apéndice II. ",Appendix III:Seulement les populations du Brésil qui ne sont pas  inscrites à l’Annexe II. ,,Appendix III: ,,,,,TRUE,BR,Brazil,Brazil,,,,,,
68477,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,magdalenae,,Potamotrygon magdalenae,,"Duméril, 1865",SPECIES,III,Appendix III: ,Appendix III: ,Appendix III: ,Appendix III: ,,Appendix III: ,"Taeniura magdalenae Duméril (ex Valenciennes), 1865","Magdalena freshwater stingray, Magdalena river stingray","Raya del magdalena, Raya del río Magdalena, Raya de río",Raie d’eau douce,TRUE,CO,Colombia,Colombia,,,,,,
102972,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,marquesi,,Potamotrygon marquesi,,"Silva & Loboda, 2019",SPECIES,II,Appendix II: ,Appendix II: ,Appendix II: ,Appendix II: ,,Appendix II: ,,,,,TRUE,,,,,,,,,
68478,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,motoro,,Potamotrygon motoro,,"Müller & Henle, 1841",SPECIES,III,Appendix III: ,Appendix III: ,Appendix III: ,Appendix III: ,,Appendix III: ,"Potamotrygon alba Castex, 1963, Potamotrygon labradori Castex in Castex, Maciel & Martínez Achenbach, 1963, Taeniura motoro Müller & Henle (ex Natterer), 1841, Potamotrygon laticeps Garman, 1913, Trygon mulleri Castelnau, 1855, Trygon garrapa Jardine in Schomburgk, 1843, Trygon adans Schomburgk in Müller & Trochel, 1849, Potamotrygon pauckei Castex, 1963",Ocellate river stingray,Raya motoro,Raie à aiguillon commune,TRUE,"AR, BO, BR, CO, EC, GF, GY, PY, PE, SG, SR, TH, UY, VE","Argentina, Bolivia (Plurinational State of), Brazil, Colombia, Ecuador, French Guiana [FR], Guyana, Paraguay, Peru, Singapore, Suriname, Thailand, Uruguay, Venezuela (Bolivarian Republic of)","Argentina, Bolivia (Plurinational State of), Brazil, Colombia, Ecuador, French Guiana [FR], Guyana, Paraguay, Peru, Suriname, Uruguay, Venezuela (Bolivarian Republic of)","Singapore, Thailand",,,,,
68489,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,ocellata,,Potamotrygon ocellata,,"Engelhardt, 1912",SPECIES,III,Appendix III: ,Appendix III:Only the populations of Brazil not included in Appendix II. ,"Appendix III:Sólo las poblaciones de Brasil, que no están  incluidas en el Apéndice II. ",Appendix III:Seulement les populations du Brésil qui ne sont pas  inscrites à l’Annexe II. ,,Appendix III: ,"Trygon reticulatus Günther, 1880, Trygon orbignyi Castelnau, 1855, Trygon hystrix ocellata Engelhardt, 1912, Trygon dumerilii Castelnau, 1855",Red-blotched river stingray,,,TRUE,BR,Brazil,Brazil,,,,,,
68479,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,orbignyi,,Potamotrygon orbignyi,,"Castelnau, 1855",SPECIES,III,Appendix III: ,Appendix III: ,Appendix III: ,Appendix III: ,,Appendix III: ,"Trygon orbignyi Castelnau, 1855, Trygon reticulatus Günther, 1880, Trygon dumerilii Castelnau, 1855",Smooth back river stingray,Raya común,Raie d’eau douce,TRUE,"BR, CO","Brazil, Colombia","Brazil, Colombia",,,,,,
68496,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,pantanensis,,Potamotrygon pantanensis,,"Loboda & Carvalho, 2013",SPECIES,III,Appendix III: ,Appendix III:Only the populations of Brazil not included in Appendix II. ,"Appendix III:Sólo las poblaciones de Brasil, que no están  incluidas en el Apéndice II. ",Appendix III:Seulement les populations du Brésil qui ne sont pas  inscrites à l’Annexe II. ,,Appendix III: ,,,,,TRUE,"BO, BR, PY","Bolivia (Plurinational State of), Brazil, Paraguay","Bolivia (Plurinational State of), Brazil, Paraguay",,,,,,
68497,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,rex,,Potamotrygon rex,,"Carvalho, 2016",SPECIES,III,Appendix III: ,Appendix III:Only the populations of Brazil not included in Appendix II. ,"Appendix III:Sólo las poblaciones de Brasil, que no están  incluidas en el Apéndice II. ",Appendix III:Seulement les populations du Brésil qui ne sont pas  inscrites à l’Annexe II. ,,Appendix III: ,,,,,TRUE,BR,Brazil,Brazil,,,,,,
68480,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,schroederi,,Potamotrygon schroederi,,"Fernández-Yépez, 1958",SPECIES,III,Appendix III: ,Appendix III: ,Appendix III: ,Appendix III: ,,Appendix III: ,,"Rosette river stingray, Tiger ray","Raya guacamaya, Raya gucamaya, Raya Guyanesa, Raya tigrita",Pastenague de Schroder,TRUE,"BR, CO, VE","Brazil, Colombia, Venezuela (Bolivarian Republic of)","Brazil, Colombia, Venezuela (Bolivarian Republic of)",,,,,,
98395,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,schuhmacheri,,Potamotrygon schuhmacheri,,"Castex, 1964",SPECIES,III,Appendix III: ,Appendix III:Only the populations of Brazil not included in Appendix II. ,"Appendix III:Sólo las poblaciones de Brasil, que no están  incluidas en el Apéndice II. ",Appendix III:Seulement les populations du Brésil qui ne sont pas  inscrites à l’Annexe II. ,,Appendix III: ,,,,,TRUE,"AR, BR, PY","Argentina, Brazil, Paraguay","Argentina, Brazil, Paraguay",,,,,,
68481,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,scobina,,Potamotrygon scobina,,"Garman, 1913",SPECIES,III,Appendix III: ,Appendix III: ,Appendix III: ,Appendix III: ,,Appendix III: ,,"Arraia, Raspy river stingray",Raya escobina,Raie d’eau douce,TRUE,"BR, CO","Brazil, Colombia","Brazil, Colombia",,,,,,
68490,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,signata,,Potamotrygon signata,,"Garman, 1913",SPECIES,II,Appendix II: ,Appendix II: ,Appendix II: ,Appendix II: ,,Appendix II: ,"Potamotrygon signatus Garman, 1913",,,,TRUE,BR,Brazil,Brazil,,,,,,
68498,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,wallacei,,Potamotrygon wallacei,,"Carvalho, Rosa & Araújo, 2016",SPECIES,II,Appendix II: ,Appendix II: ,Appendix II: ,Appendix II: ,,Appendix II: ,,"Cururu stingrat, Porcupine stingray",,,TRUE,BR,Brazil,Brazil,,,,,,
68482,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,yepezi,,Potamotrygon yepezi,,"Castex & Castello, 1970",SPECIES,III,Appendix III: ,Appendix III: ,Appendix III: ,Appendix III: ,,Appendix III: ,,Maracaibo river stingray,"Raya, Raya de Maracaibo, Raya de rio",Raie d’eau douce,TRUE,"CO, VE","Colombia, Venezuela (Bolivarian Republic of)","Colombia, Venezuela (Bolivarian Republic of)",,,,,,
100338,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Prionace,,,Prionace,,"Cantor, 1849",GENUS,II,Appendix II:Listing adopted at CoP19 in November 2022 with entry into effect delayed by 12 months. ,Appendix II:Listing adopted at CoP19 in November 2022 with entry into effect delayed by 12 months. ,Appendix II:Inclusión adoptada en la CoP19 en noviembre de 2022 con entrada en vigor aplazada 12 meses. ,Appendix II:Inscription adoptée à la CdP19 en novembre 2022 avec entrée en vigueur retardée de 12 mois. ,,Appendix II: ,,,,,TRUE,,,,,,,,,
